features_weight,rank,HybridSVD(cs)
0.1,1000,0.009234312633435441
0.1,750,0.008636560537145333
0.1,500,0.008760326742782883
0.1,400,0.010451669296698536
0.1,350,0.010364259413967014
0.1,300,0.010611018286456884
0.1,250,0.010075922831770785
0.1,200,0.008781792444073146
0.1,150,0.010861644852872923
0.1,125,0.01130778334725703
0.1,100,0.011413951545530491
0.1,75,0.011698807203193166
0.1,60,0.011448374021473437
0.1,50,0.012011316872427983
0.1,30,0.00841107398124942
0.1,20,0.0074424100374392765
0.1,15,0.005688604226615922
0.1,10,0.005716451622884372
0.1,5,0.007742736470806646
0.1,1,0.006624006002660973
0.3,1000,0.00972376929979269
0.3,750,0.008962413750425446
0.3,500,0.00955494445991522
0.3,400,0.011445860020421424
0.3,350,0.011424781088523779
0.3,300,0.011206836535783905
0.3,250,0.010033184813886568
0.3,200,0.010326742782883133
0.3,150,0.0122346761966645
0.3,125,0.012467317986323834
0.3,100,0.012805354435471393
0.3,75,0.012816957517249913
0.3,60,0.01406332188495931
0.3,50,0.013050179460998174
0.3,30,0.011541778829790527
0.3,20,0.009057752405705622
0.3,15,0.004697314273337664
0.3,10,0.008274931155048112
0.3,5,0.010290966614066028
0.3,1,0.006672738946130759
0.5,1000,0.010385725115257278
0.5,750,0.01048589838794517
0.5,500,0.010224635663232154
0.5,400,0.012137983848510163
0.5,350,0.012242218199820538
0.5,300,0.012209729570840681
0.5,250,0.011072047402456757
0.5,200,0.011646399950493515
0.5,150,0.0119314489928525
0.5,125,0.013454546860979608
0.5,100,0.012357475478820507
0.5,75,0.012938209721835452
0.5,60,0.014759700176366842
0.5,50,0.01402232432934187
0.5,30,0.011983662860855842
0.5,20,0.01048763885021195
0.5,15,0.006311883102818775
0.5,10,0.008761873820353351
0.5,5,0.011007263529193354
0.5,1,0.006672738946130759
0.7,1000,0.010454376682446857
0.7,750,0.0112803227203812
0.7,500,0.01050775085862805
0.7,400,0.011875947585011912
0.7,350,0.013793550233608714
0.7,300,0.012815217054983136
0.7,250,0.011451468176614375
0.7,200,0.012901273244840495
0.7,150,0.012433669049166126
0.7,125,0.013841316253596954
0.7,100,0.013583341068721184
0.7,75,0.013185161979021627
0.7,60,0.01494805687057149
0.7,50,0.013973591385872088
0.7,30,0.01276648411151335
0.7,20,0.010274335530183485
0.7,15,0.009039767628948916
0.7,10,0.009491514279525975
0.7,5,0.011993718865063894
0.7,1,0.006753960518580402
0.9,1000,0.010149989170457004
0.9,750,0.011587997772208298
0.9,500,0.011367152449023792
0.9,400,0.013334261579875615
0.9,350,0.014466528976762894
0.9,300,0.013621051084501377
0.9,250,0.012406981961075527
0.9,200,0.013496511340078591
0.9,150,0.013669784027971163
0.9,125,0.013974364924657322
0.9,100,0.014021744175252947
0.9,75,0.013508694575946037
0.9,60,0.015775356601379992
0.9,50,0.014068736656455952
0.9,30,0.013995637241251276
0.9,20,0.010705390018255516
0.9,15,0.010523801788421671
0.9,10,0.011131029734830905
0.9,5,0.011688944583681426
0.9,1,0.006753960518580402
